sector,price,super_area,bedrooms,bathroom,balcony,age_possession,servant_room,luxury_category,parking,building_type
sector 65,2.55,2272.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 65,3.05,2343.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 65,3.09,2343.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 65,2.86,2485.0,4,3,3,1 to 5 year old,1,high,2,low-rise
sector 83,2.84,1900.0,3,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 79,2.48,2366.0,3,4,3+,0 to 1 year old,1,medium,2,mid-rise
sector 86,2.4,1929.0,3,3,3+,1 to 5 year old,0,medium,2,mid-rise
sector 53,4.2,1980.0,3,3,3,0 to 1 year old,1,high,2,mid-rise
sector 67,4.2,2685.0,4,5,3+,5 to 10 year old,1,medium,2,mid-rise
sector 61,3.6,2060.0,3,3,3,1 to 5 year old,1,medium,2,high-rise
sector 63a,3.8,3200.0,3,3,2,0 to 1 year old,1,medium,2,low-rise
sector 54,14.5,4200.0,4,4,3+,1 to 5 year old,1,high,2,high-rise
sector 54,14.2,4200.0,4,4,3,5 to 10 year old,1,high,2,high-rise
sector 59,7.3,3025.0,3,4,3,1 to 5 year old,1,medium,2,high-rise
sector 99,2.05,3443.5,4,4,3+,0 to 1 year old,1,medium,2,mid-rise
sector 59,5.0,2095.0,3,4,3+,0 to 1 year old,1,high,0,high-rise
sector 37c,1.54,1820.0,3,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 106,1.45,1385.0,2,2,3+,1 to 5 year old,0,medium,2,high-rise
sector 99,2.1,2425.0,4,4,3,0 to 1 year old,1,medium,2,mid-rise
sohna,1.7,1751.0,3,3,3,1 to 5 year old,0,high,2,mid-rise
sector 90,1.7,1875.0,3,4,3,1 to 5 year old,1,high,3,mid-rise
sector 95,0.59,779.8072,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector-33 sohna,2.87,2134.0,3,3,3+,1 to 5 year old,1,medium,2,mid-rise
sector-33 sohna,2.52,1789.0,3,3,3+,0 to 1 year old,0,high,1,mid-rise
sector 79,2.45,2050.0,3,3,3+,0 to 1 year old,1,high,2,mid-rise
sector 79,2.58,2150.0,3,4,3,0 to 1 year old,1,high,2,mid-rise
sector 81,3.44,2660.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 37d,1.58,1303.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 63,3.2,1717.0,3,4,3+,1 to 5 year old,0,medium,2,mid-rise
sector 67,4.5,2635.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 102,2.6,1852.0,3,3,3,0 to 1 year old,0,medium,1,high-rise
sector 109,4.18,3045.0,4,5,3+,1 to 5 year old,1,high,2,mid-rise
sector 109,2.85,2095.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 110,4.7,3400.0,4,5,3,1 to 5 year old,1,high,2,mid-rise
sector 37d,2.65,2450.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 37d,2.58,2191.0,4,3,3+,0 to 1 year old,0,high,1,mid-rise
sector 65,3.1,1650.0,3,3,3,1 to 5 year old,1,low,1,mid-rise
sector 65,3.67,2804.5,4,4,3,1 to 5 year old,1,medium,2,mid-rise
pocket h nirvana country,1.65,1336.0,2,2,2,5 to 10 year old,0,high,3,mid-rise
sector 70a,3.5,2150.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 86,2.0,1930.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 85,1.75,1741.0,2,2,3,1 to 5 year old,0,medium,1,high-rise
sohna,1.42,1500.0,2,2,2,0 to 1 year old,0,high,4,mid-rise
sector 79,1.75,1490.0,3,3,3,1 to 5 year old,0,high,1,high-rise
sector 68,1.8,1483.0,3,2,3,0 to 1 year old,0,medium,1,high-rise
sector 95a,0.586,730.2633999999999,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 70,2.38,1950.0,3,5,3,1 to 5 year old,1,medium,1,mid-rise
sector 70,1.8,1350.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 66,4.0,1950.0,3,3,2,5 to 10 year old,1,high,2,mid-rise
sector 66,5.49,2410.0,4,5,3+,5 to 10 year old,1,high,2,mid-rise
sector 69,2.38,1704.0,3,3,3+,0 to 1 year old,0,high,1,high-rise
sector 69,2.36,1704.0,3,3,3+,0 to 1 year old,0,high,0,high-rise
sector 69,2.34,1704.0,3,3,3+,0 to 1 year old,0,medium,1,high-rise
sector 69,2.32,1704.0,3,3,2,0 to 1 year old,0,medium,1,high-rise
sector 66,3.9,2100.0,4,4,3,5 to 10 year old,1,high,2,mid-rise
sector 66,2.3,1287.0,2,2,2,5 to 10 year old,0,high,2,mid-rise
sector 90,0.72,636.0,2,2,1,0 to 1 year old,0,low,1,mid-rise
sector 79,1.99,1490.0,3,3,3,1 to 5 year old,0,medium,1,high-rise
sector 93,5.0,6029.32,4,6,2,10+ year old,0,medium,2,mid-rise
sector 81,5.15,3470.0,4,6,3,1 to 5 year old,1,medium,2,high-rise
sector 93,1.8,1562.0,3,3,2,under construction,0,low,2,low-rise
sector 79,1.73,1336.0,2,2,2,under construction,0,medium,1,low-rise
sector 63,9.5,3950.0,4,6,3,under construction,1,medium,2,high-rise
sector 89,1.7,1263.8,3,3,2,0 to 1 year old,0,medium,1,low-rise
sector 86,1.69,1690.0,3,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 90,0.67,626.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 81,0.43,380.0,1,1,2,1 to 5 year old,0,medium,0,low-rise
sector 49,3.6,1890.0,3,3,3,5 to 10 year old,0,medium,1,mid-rise
sector 89 a,0.73,821.754,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 76,5.34,3680.0,4,3,3+,under construction,1,high,1,high-rise
sector 99,1.78,2648.2999999999997,3,3,3+,0 to 1 year old,1,high,3,mid-rise
sector 67a,0.7829999999999999,994.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 67a,0.81,900.0,2,2,1,1 to 5 year old,0,high,2,mid-rise
sector 69,1.49,1882.92,3,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 108,1.65,1838.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 109,2.65,1955.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 83,1.7,1735.0,3,3,2,5 to 10 year old,0,medium,1,mid-rise
dlf phase 2,3.38,1701.0,4,4,2,10+ year old,0,medium,1,mid-rise
sector 77,2.7,1950.0,4,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 59,7.5,4295.5,3,4,3+,under construction,0,high,2,high-rise
sector 86,2.1,2101.6,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 65,9.5,3888.0,3,3,3+,1 to 5 year old,1,high,4,high-rise
sector 95,2.4,2150.0,4,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 103,1.6,1991.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 31,5.49,2943.0,4,6,3+,5 to 10 year old,1,medium,2,mid-rise
sohna,0.7,827.9167999999999,2,2,2,1 to 5 year old,0,low,0,mid-rise
sector 104,2.55,1689.0,3,3,3,under construction,0,medium,0,high-rise
sector 107,0.38,349.51,1,1,1,5 to 10 year old,0,low,2,low-rise
sector 3,1.65,2050.48,2,2,3,under construction,0,medium,0,mid-rise
sector 69,1.34,1671.25,3,3,2,under construction,1,medium,1,mid-rise
sector 36a,1.03,950.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 37d,3.3,3071.46,3,3,3+,under construction,1,medium,4,high-rise
sector 49,3.85,1993.0,3,3,2,under construction,0,low,2,high-rise
sector 110 a,3.5,2397.0,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 60,4.67,2103.0,3,4,3,5 to 10 year old,1,medium,2,mid-rise
sector 89,1.37,1644.36,2,2,3,under construction,0,medium,1,low-rise
sector 89,3.7,4031.0,5,7,3+,5 to 10 year old,1,medium,3,mid-rise
sector 66,3.1,2690.9,3,4,3,5 to 10 year old,0,medium,1,mid-rise
sector 93,4.25,4293.75,5,6,3+,1 to 5 year old,0,medium,2,mid-rise
sector 86,1.93,1930.0,3,3,3,1 to 5 year old,1,medium,1,mid-rise
sector 89,1.7,2020.66,3,3,2,under construction,0,medium,1,low-rise
sector 102,2.2,2315.0,3,2,3+,1 to 5 year old,0,medium,1,high-rise
sector 86,1.18,1690.0,3,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 89 a,2.65,2505.0,4,4,3,0 to 1 year old,1,medium,2,mid-rise
sector 69,1.16,1562.0,2,2,2,under construction,0,medium,0,mid-rise
sector 93,2.05,2291.88,3,4,3,0 to 1 year old,1,medium,2,low-rise
sector 37d,1.45,2029.18,2,2,2,0 to 1 year old,0,medium,2,mid-rise
sector 70,2.5,1950.0,3,5,3,1 to 5 year old,1,medium,1,mid-rise
sector 113,4.3,3692.0,4,4,3+,under construction,1,medium,2,high-rise
sector 65,12.5,4992.0,5,5,3+,1 to 5 year old,1,high,4,high-rise
sector 104,3.8,2256.38,4,4,3,under construction,0,medium,0,high-rise
sector 66,4.1,1950.0,3,3,3,5 to 10 year old,1,medium,2,mid-rise
sector 37d,0.67,846.4903999999999,2,2,3,1 to 5 year old,0,medium,2,mid-rise
sector 89,1.8,1494.0,3,3,2,under construction,0,medium,1,low-rise
sector 103,0.4195,511.2,1,1,2,1 to 5 year old,0,low,1,mid-rise
sector 89,3.1,2485.0,3,3,2,under construction,0,medium,1,high-rise
sector 111,2.3,2049.0,3,3,3,0 to 1 year old,0,high,1,mid-rise
sector-35 sohna,1.4,1500.0,2,2,3,0 to 1 year old,0,high,3,mid-rise
sector 103,3.0,2875.0,4,3,3,1 to 5 year old,1,medium,2,mid-rise
sector 84,2.3,2250.0,3,5,3+,5 to 10 year old,1,high,2,mid-rise
sohna,1.5,2044.8,3,3,3+,0 to 1 year old,0,medium,2,low-rise
sector 108,1.5,1833.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 67,6.5,3130.0,4,4,3,1 to 5 year old,0,high,2,high-rise
sector 109,2.45,2150.0,3,4,3+,1 to 5 year old,1,medium,1,high-rise
sector 83,1.43,1245.0,2,2,2,5 to 10 year old,0,high,2,mid-rise
sector 107,0.66,694.38,2,2,2,1 to 5 year old,0,medium,2,mid-rise
sector 95,1.45,2059.0,3,2,3,under construction,0,low,1,low-rise
sector 3,2.9,3775.78,4,4,3+,under construction,0,medium,2,mid-rise
dlf phase 5,3.6,1917.0,3,3,2,10+ year old,0,medium,3,mid-rise
sohna,1.33,1813.75,2,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 76,3.5,2290.0,3,2,1,under construction,0,low,1,high-rise
sector 84,2.19,1890.0,3,3,2,1 to 5 year old,0,medium,1,mid-rise
sector 63,9.7,3950.0,4,6,3,under construction,1,medium,2,high-rise
sector 37c,2.2,3692.0,4,6,3+,0 to 1 year old,1,medium,3,mid-rise
sector 70,1.1,915.9,3,2,2,under construction,0,medium,0,mid-rise
sector 79,2.0,1895.7,3,3,2,under construction,0,medium,2,low-rise
sector 102,2.52,2115.0,3,3,2,under construction,0,medium,1,mid-rise
sector 108,4.73,2423.0,4,4,3+,under construction,0,high,2,high-rise
sector 77,7.0,3577.0,4,4,2,under construction,1,high,2,high-rise
sector 67a,2.4,1727.0,3,4,2,1 to 5 year old,0,medium,2,mid-rise
sector 66,2.25,1472.0,2,3,3,1 to 5 year old,1,medium,2,high-rise
sector 66,3.0,1815.0,3,4,3+,1 to 5 year old,1,medium,1,high-rise
sector 49,6.5,3943.34,4,4,3+,under construction,1,medium,2,high-rise
sector 66,2.2,1472.0,2,2,3,5 to 10 year old,1,medium,2,high-rise
sector 66,3.1,1872.0,3,3,3,5 to 10 year old,1,medium,1,high-rise
gwal pahari,1.95,2087.4,3,3,3,0 to 1 year old,0,low,5,low-rise
sector 102,1.9,1650.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 74,3.4,2018.0,3,3,3,1 to 5 year old,0,medium,1,high-rise
sector 61,2.5,1440.0,3,3,2,under construction,0,medium,2,low-rise
sector 59,6.5,3684.9,3,5,3,under construction,0,high,0,high-rise
sector 95,0.7,916.3118,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 67,9.0,5900.0,5,5,3+,1 to 5 year old,1,high,4,mid-rise
sector 79,1.8,1556.0,3,3,2,under construction,0,medium,1,low-rise
sector 70a,1.96,1945.4,2,2,2,under construction,0,medium,0,mid-rise
sector 37d,2.6,2250.0,3,3,2,under construction,1,medium,0,mid-rise
sector 83,2.69,1850.0,3,3,3+,1 to 5 year old,1,medium,1,mid-rise
sector 107,0.7,812.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 79,2.0,2210.94,3,3,2,under construction,1,medium,2,low-rise
sector 3,1.6,1444.0,2,2,3,under construction,0,medium,1,mid-rise
sector 102,2.1,1650.0,3,3,3,1 to 5 year old,1,medium,1,mid-rise
sector 63a,4.35,3483.26,3,3,3,0 to 1 year old,0,medium,0,low-rise
sector 65,2.95,1900.0,4,3,0,5 to 10 year old,0,medium,1,low-rise
sector 62,3.7,1996.0,3,3,3,1 to 5 year old,1,medium,1,high-rise
nirvana country,5.75,4800.0,4,4,3,10+ year old,1,high,2,mid-rise
dlf phase 5,7.25,2610.0,4,4,3,5 to 10 year old,1,high,3,mid-rise
sector 90,2.3,2364.0,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 84,2.8,1900.0,3,4,0,1 to 5 year old,0,medium,0,mid-rise
sector 108,1.4,1450.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 107,1.96,1944.0,3,3,3+,5 to 10 year old,0,high,1,mid-rise
sector 77,3.15,2000.0,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 92,1.5,1326.0,3,2,2,0 to 1 year old,0,low,1,mid-rise
sector 79,1.61,1235.0,2,2,2,under construction,0,medium,1,low-rise
sector 85,2.75,2560.0,4,3,3+,1 to 5 year old,1,low,2,mid-rise
civil lines,1.6,1775.0,3,3,3,5 to 10 year old,0,low,1,low-rise
sector 77,1.28,1342.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 37d,3.9,2623.0,3,3,3+,under construction,0,medium,2,high-rise
sector 108,5.5,2343.0,4,4,3,0 to 1 year old,0,medium,2,high-rise
sector 61,3.45,2060.0,3,3,1,5 to 10 year old,1,medium,2,high-rise
sector 106,1.8,2355.0,4,6,3+,5 to 10 year old,1,high,3,high-rise
sector 3,2.9,3763.0,4,4,3,under construction,1,medium,2,mid-rise
sector 106,1.65,1760.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 92,1.55,1628.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 83,2.8,1900.0,3,3,0,1 to 5 year old,0,medium,0,mid-rise
sector 47,3.0,2027.0,3,4,3+,10+ year old,1,high,1,mid-rise
sector 66,6.0,5174.48,4,4,2,5 to 10 year old,1,medium,4,mid-rise
sohna,0.57,950.0,2,2,2,1 to 5 year old,0,medium,2,mid-rise
sector 93,3.51,2500.0,4,4,3+,under construction,1,medium,2,mid-rise
sector 67,5.5,3418.75,3,3,3,5 to 10 year old,1,medium,0,high-rise
palam vihar extension,2.75,2430.0,3,3,2,1 to 5 year old,0,low,3,low-rise
sector 65,2.7,1350.0,3,3,2,1 to 5 year old,0,high,2,mid-rise
sohna,0.49,648.925,2,2,1,1 to 5 year old,0,high,2,mid-rise
sector 85,2.0,1085.0,2,2,2,under construction,0,medium,0,high-rise
sector 77,3.1,2025.0,3,4,3+,1 to 5 year old,0,medium,1,high-rise
sector 92,0.615,839.2199999999999,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 49,1.65,1296.0,2,2,3,5 to 10 year old,0,medium,1,mid-rise
sector 92,1.8,2350.0,3,4,3+,5 to 10 year old,1,medium,0,mid-rise
sector 113,2.35,1580.0,2,2,2,1 to 5 year old,0,medium,2,high-rise
sector 111,2.95,2279.1,3,3,2,under construction,0,medium,1,high-rise
sector 113,3.2,2215.0,3,3,3,1 to 5 year old,0,medium,2,high-rise
sector 49,4.24,2021.0,3,3,3,under construction,0,high,1,high-rise
sector 63,11.3,3950.0,4,4,3,under construction,1,medium,2,high-rise
sector 63,5.5,3182.22,4,4,3,0 to 1 year old,1,medium,0,low-rise
sohna,2.03,1845.0,3,4,3,0 to 1 year old,1,medium,2,mid-rise
sector 79,4.01,2675.0,4,5,3+,0 to 1 year old,1,medium,2,mid-rise
sector 79,3.01,2150.0,3,4,3+,0 to 1 year old,1,high,1,mid-rise
sector 79,4.01,2675.0,4,5,3+,0 to 1 year old,1,medium,2,mid-rise
sector 79,3.01,2150.0,3,4,3+,0 to 1 year old,1,medium,1,mid-rise
sector 106,1.58,1760.0,3,4,3+,1 to 5 year old,1,high,1,high-rise
sector 84,0.64,583.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 82,2.0,1790.0,3,4,2,5 to 10 year old,1,medium,1,mid-rise
sector 68,1.55,1245.0,2,2,3,0 to 1 year old,0,medium,2,high-rise
sector 79,1.3,1211.0,2,2,2,under construction,0,low,0,low-rise
sector 113,3.02,2225.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 82,1.9,1790.0,3,4,2,1 to 5 year old,1,high,1,mid-rise
sector 47,1.62,997.0,2,2,2,5 to 10 year old,0,medium,1,mid-rise
sector 89,2.67,3150.0,3,4,3,5 to 10 year old,1,high,1,mid-rise
sector 79,2.0,1490.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 37d,1.85,1640.0,3,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 37c,1.8,1707.0,3,3,3,5 to 10 year old,0,high,1,mid-rise
sector 85,0.72,839.2199999999999,2,2,1,1 to 5 year old,0,low,0,mid-rise
sector 106,2.45,1900.0,3,4,3,1 to 5 year old,1,high,1,high-rise
sector 83,4.5,5467.0,5,5,3+,1 to 5 year old,0,medium,0,mid-rise
sohna,0.6,576.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 63a,4.4,3976.0,3,4,3+,under construction,0,medium,3,low-rise
sector 79,4.01,2675.0,4,5,3+,under construction,1,medium,2,mid-rise
sector 79,3.01,2150.0,3,4,3+,under construction,1,medium,1,mid-rise
sector 99,3.61,2780.0,3,3,3,0 to 1 year old,1,medium,2,mid-rise
sector 63,5.21,2656.8199999999997,4,4,3,1 to 5 year old,1,medium,2,low-rise
sector 84,1.85,1918.0,3,3,3+,0 to 1 year old,0,medium,2,mid-rise
sector 84,1.83,1918.0,3,3,3+,0 to 1 year old,0,medium,2,mid-rise
sector 84,1.36,1425.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 84,1.35,1425.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 76,7.67,4645.0,4,4,3,under construction,0,high,3,high-rise
sector 95,2.99,1965.0,3,4,3+,1 to 5 year old,1,medium,1,high-rise
sector 61,2.23,1380.0,2,2,2,5 to 10 year old,1,medium,1,high-rise
sector 79,3.45,2710.0,4,5,3+,1 to 5 year old,1,high,1,high-rise
sector 79,2.5,1960.0,3,4,2,1 to 5 year old,1,high,1,high-rise
sector 112,4.4,2802.0,3,3,3+,1 to 5 year old,1,high,1,high-rise
sector 113,2.5,1579.0,3,2,2,1 to 5 year old,0,high,1,high-rise
nirvana country,3.8,2480.0,3,4,3,5 to 10 year old,1,medium,2,mid-rise
dlf phase 5,3.75,1740.0,4,4,2,10+ year old,0,high,1,mid-rise
sector 79,2.8,1902.0,3,3,3,under construction,0,medium,1,high-rise
sector 49,4.8,2021.0,3,3,3,under construction,1,medium,2,high-rise
sector 63a,1.97,1000.0,2,2,2,0 to 1 year old,0,medium,1,mid-rise
sector 79,1.55,1556.0,3,3,3,under construction,0,low,1,low-rise
sohna,1.15,1264.0,2,2,3,1 to 5 year old,0,medium,0,mid-rise
nirvana country,5.0,2750.0,3,4,3+,10+ year old,1,medium,2,mid-rise
sector 79,1.55,1325.0,3,3,3,under construction,0,low,1,low-rise
sector 103,2.25,1875.0,3,3,3,under construction,0,low,0,mid-rise
sector 102,1.83,1650.0,3,3,3,1 to 5 year old,1,medium,2,mid-rise
sector 85,1.45,1575.0,3,3,0,1 to 5 year old,0,medium,0,mid-rise
sector 90,2.6,2727.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 90,2.35,2364.0,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 90,1.83,1930.0,3,3,3,1 to 5 year old,1,medium,1,mid-rise
sector 90,2.65,2727.0,4,4,3+,5 to 10 year old,1,medium,2,high-rise
sector 104,2.4,1689.0,3,3,3,under construction,0,medium,1,high-rise
sector-33 sohna,2.5,2130.0,3,3,3,under construction,1,medium,2,mid-rise
sector 108,3.6,1711.0,3,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 65,4.5,2804.5,4,4,2,1 to 5 year old,0,medium,1,mid-rise
sector 49,4.58,1993.0,3,3,2,under construction,0,medium,2,high-rise
sector 67,4.65,3405.16,3,2,1,5 to 10 year old,0,medium,2,high-rise
sector 104,2.1,1550.0,2,2,2,1 to 5 year old,0,medium,2,high-rise
sector 37d,1.08,1380.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 72a,4.25,2185.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 66,3.99,2100.0,4,4,3,5 to 10 year old,1,high,2,low-rise
sector 67a,2.25,1350.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 86,2.5,2364.0,4,4,3+,1 to 5 year old,0,high,2,mid-rise
sector 65,2.4,1261.0,2,2,3,0 to 1 year old,0,high,1,high-rise
sector 81,3.6,2092.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 103,1.5,1481.0,2,2,3+,1 to 5 year old,0,medium,0,mid-rise
sector 109,1.79,1871.0,3,3,3,1 to 5 year old,0,high,3,mid-rise
sector 60,3.9,2045.0,3,4,3+,5 to 10 year old,1,medium,2,high-rise
sector 113,2.11,1580.0,2,2,2,1 to 5 year old,0,medium,2,high-rise
sector 30,4.75,2368.0,3,5,3+,10+ year old,1,high,1,mid-rise
sector 102,1.87,2343.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 107,1.3,1366.0,2,2,2,5 to 10 year old,0,medium,0,mid-rise
sector 65,5.69,2499.0,3,3,3,1 to 5 year old,1,medium,2,high-rise
sector 65,13.0,4992.0,4,4,3,1 to 5 year old,1,high,2,high-rise
sector 65,9.25,3909.0,3,4,2,1 to 5 year old,1,high,3,high-rise
sector 90,2.1,1744.0,3,3,2,1 to 5 year old,0,medium,0,high-rise
sector 70,1.45,1137.0,3,2,2,5 to 10 year old,0,high,1,mid-rise
sector 3,1.75,2080.0,3,3,3,0 to 1 year old,1,medium,2,mid-rise
sector 92,1.7,2765.0,4,4,3+,0 to 1 year old,1,medium,3,mid-rise
sector 86,2.2,1480.0,2,2,3,5 to 10 year old,0,medium,1,mid-rise
sector 89,1.58,2020.66,3,3,3,0 to 1 year old,1,medium,1,low-rise
sector 81,4.15,3185.0,4,5,2,1 to 5 year old,1,high,3,mid-rise
sector 81,3.56,2660.0,3,4,3,1 to 5 year old,1,high,3,mid-rise
sector 90,1.98,1760.0,3,3,3,0 to 1 year old,0,high,1,high-rise
sector 79,3.25,2650.0,4,5,3+,1 to 5 year old,1,high,1,high-rise
sector 79,2.4,1815.0,3,3,3,1 to 5 year old,1,high,1,mid-rise
sector 79,2.43,1815.0,3,4,3,1 to 5 year old,1,high,1,high-rise
sector 81,4.1,3185.0,4,5,2,1 to 5 year old,1,high,3,mid-rise
sector 81,3.55,2660.0,3,4,3,1 to 5 year old,1,high,3,mid-rise
palam vihar,1.9,1780.0,3,3,3+,5 to 10 year old,0,high,1,mid-rise
sector 86,2.05,1480.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 112,4.8,2802.0,3,3,3,0 to 1 year old,1,medium,2,high-rise
sector 108,2.3,2003.0,3,2,3,1 to 5 year old,1,medium,1,mid-rise
sector 111,3.6,2200.0,3,4,2,1 to 5 year old,1,medium,1,mid-rise
sector 84,1.16,1450.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
nirvana country,3.3,2000.0,3,4,2,5 to 10 year old,1,medium,2,mid-rise
sector 37d,1.65,1775.0,3,3,3,1 to 5 year old,0,high,0,mid-rise
sector 110,4.87,3350.0,4,5,2,1 to 5 year old,1,medium,2,mid-rise
sector 110,4.75,3400.0,4,5,3,5 to 10 year old,1,medium,0,mid-rise
sector 68,1.95,1450.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 60,2.82,1524.0,2,3,2,1 to 5 year old,1,high,2,mid-rise
sector 59,8.1,3395.0,4,4,2,0 to 1 year old,1,high,2,high-rise
sector 86,2.28,1929.0,3,3,1,1 to 5 year old,0,high,2,mid-rise
sector 37d,1.64,1775.0,3,3,3+,1 to 5 year old,0,medium,2,mid-rise
sector 99,0.78,795.0,1,1,1,1 to 5 year old,0,medium,1,mid-rise
sector 107,1.25,1366.0,2,2,3+,1 to 5 year old,0,medium,2,mid-rise
sector 82,1.56,1430.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 68,1.76,1483.0,3,2,3,0 to 1 year old,1,high,2,high-rise
sector 72,4.35,2185.0,3,4,3+,0 to 1 year old,1,high,2,high-rise
sector 81,3.55,2100.0,3,4,3+,1 to 5 year old,1,medium,2,high-rise
dlf phase 5,3.35,1395.0,3,3,1,10+ year old,0,medium,1,mid-rise
sector 49,4.25,2410.0,3,3,3,5 to 10 year old,1,medium,1,mid-rise
sector 82,1.55,1428.08,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 66,6.1,3670.0,5,5,3+,1 to 5 year old,1,high,2,mid-rise
sector 71,2.5,2982.0,3,3,3,1 to 5 year old,0,high,1,low-rise
sector 85,2.7,3419.3599999999997,3,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector-33 sohna,1.75,2372.8199999999997,3,3,3+,0 to 1 year old,0,high,1,high-rise
dlf phase 4,3.5,1680.0,3,3,2,1 to 5 year old,1,medium,1,mid-rise
sector 86,2.35,1929.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 111,3.18,1700.0,3,3,1,1 to 5 year old,0,medium,2,mid-rise
sector 88a,1.85,1565.0,3,2,3+,1 to 5 year old,0,high,2,high-rise
sector 67a,2.5,1877.0,3,3,3,1 to 5 year old,1,medium,2,mid-rise
sector 67a,0.82,839.2199999999999,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 86,2.4,1929.0,3,3,3,1 to 5 year old,0,high,2,mid-rise
sector 82,2.46,2300.0,3,5,3+,5 to 10 year old,1,high,1,mid-rise
sector 109,2.45,2836.0,4,4,3+,1 to 5 year old,1,high,4,mid-rise
sector 84,1.15,1450.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 104,2.0,1550.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 84,1.55,1825.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 84,1.45,1725.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 85,1.85,1426.0,2,2,3,0 to 1 year old,0,medium,1,high-rise
sector 88a,2.24,1910.0,3,3,3+,1 to 5 year old,0,high,2,high-rise
gwal pahari,6.0,5800.0,4,6,3+,1 to 5 year old,1,medium,2,high-rise
sector 88a,1.84,1565.0,3,2,3+,1 to 5 year old,0,high,2,high-rise
sector 106,1.45,1385.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 102,2.4,1692.0,3,3,3,0 to 1 year old,0,medium,2,high-rise
